game,platform,games_sold,year,critic_score,user_score,combined_score
Tomb Raider: Legend,PS2,0.52,2006,8.1,,
Tomb Raider: Legend,PS2,0.52,2006,7.9,,
Tomb Raider: Legend,PS2,0.52,2006,8.3,,
Tomb Raider: Legend,PS2,0.52,2006,7.2,,
Hitman: Blood Money,PS2,0.5,2006,8.0,,
Hitman: Blood Money,PS2,0.5,2006,8.1,,
Hitman: Blood Money,PS2,0.5,2006,8.1,,
Hitman: Blood Money,PS2,0.5,2006,8.2,,
Tomb Raider: Legend,PSP,0.46,2006,6.5,,
Tomb Raider: Legend,PSP,0.46,2006,8.0,,
Tomb Raider: Legend,PSP,0.46,2006,8.0,,
Tomb Raider: Legend,PSP,0.46,2006,8.1,,
Tomb Raider: Legend,PSP,0.46,2006,7.9,,
Tomb Raider: Legend,PSP,0.46,2006,8.3,,
Tomb Raider: Legend,PSP,0.46,2006,7.2,,
25 To Life,PS2,0.42,2006,3.0,,
25 To Life,PS2,0.42,2006,3.1,,
Hitman: Blood Money,X360,0.39,2006,8.0,,
Hitman: Blood Money,X360,0.39,2006,8.1,,
Hitman: Blood Money,X360,0.39,2006,8.1,,
Hitman: Blood Money,X360,0.39,2006,8.2,,
Tomb Raider: Legend,X360,0.37,2006,6.5,,
Tomb Raider: Legend,X360,0.37,2006,8.0,,
Tomb Raider: Legend,X360,0.37,2006,8.0,,
Tomb Raider: Legend,X360,0.37,2006,8.1,,
Tomb Raider: Legend,X360,0.37,2006,7.9,,
Tomb Raider: Legend,X360,0.37,2006,8.3,,
Tomb Raider: Legend,X360,0.37,2006,7.2,,
Tomb Raider: Legend (Weekly American and JP sales),X360,0.27,2006,,,
25 To Life,XB,0.17,2006,3.0,,
25 To Life,XB,0.17,2006,3.1,,
Hitman: Blood Money,XB,0.14,2006,8.0,,
Hitman: Blood Money,XB,0.14,2006,8.1,,
Hitman: Blood Money,XB,0.14,2006,8.1,,
Hitman: Blood Money,XB,0.14,2006,8.2,,
Just Cause,X360,0.14,2006,7.3,,
Just Cause,X360,0.14,2006,7.3,,
Just Cause,X360,0.14,2006,6.9,,
Tomb Raider: Legend,XB,0.13,2006,6.5,,
Tomb Raider: Legend,XB,0.13,2006,8.0,,
Tomb Raider: Legend,XB,0.13,2006,8.0,,
Tomb Raider: Legend,XB,0.13,2006,8.1,,
Tomb Raider: Legend,XB,0.13,2006,7.9,,
Tomb Raider: Legend,XB,0.13,2006,8.3,,
Tomb Raider: Legend,XB,0.13,2006,7.2,,
Bionicle Heroes,GC,0.11,2006,7.8,,
Bionicle Heroes,GC,0.11,2006,6.1,,
Bionicle Heroes,GC,0.11,2006,5.4,,
Bionicle Heroes,GC,0.11,2006,4.7,,
Tomb Raider: Legend,GC,0.08,2006,6.5,,
Tomb Raider: Legend,GC,0.08,2006,8.0,,
Tomb Raider: Legend,GC,0.08,2006,8.0,,
Tomb Raider: Legend,GC,0.08,2006,8.1,,
Tomb Raider: Legend,GC,0.08,2006,7.9,,
Tomb Raider: Legend,GC,0.08,2006,8.3,,
Tomb Raider: Legend,GC,0.08,2006,7.2,,
Tomb Raider: Legend,DS,0.07,2006,6.5,,
Tomb Raider: Legend,DS,0.07,2006,8.0,,
Tomb Raider: Legend,DS,0.07,2006,8.0,,
Tomb Raider: Legend,DS,0.07,2006,8.1,,
Tomb Raider: Legend,DS,0.07,2006,7.9,,
Tomb Raider: Legend,DS,0.07,2006,8.3,,
Tomb Raider: Legend,DS,0.07,2006,7.2,,
Bionicle Heroes,X360,0.07,2006,7.8,,
Bionicle Heroes,X360,0.07,2006,6.1,,
Bionicle Heroes,X360,0.07,2006,5.4,,
Bionicle Heroes,X360,0.07,2006,4.7,,
Bionicle Heroes,DS,0.06,2006,7.8,,
Bionicle Heroes,DS,0.06,2006,6.1,,
Bionicle Heroes,DS,0.06,2006,5.4,,
Bionicle Heroes,DS,0.06,2006,4.7,,
Commandos: Strike Force,PS2,0.06,2006,,,
Commandos: Strike Force,PS2,0.06,2006,,,
Urban Chaos: Riot Response,PS2,0.06,2006,7.9,,
Urban Chaos: Riot Response,PS2,0.06,2006,7.9,,
Ford Bold Moves Street Racing,PSP,0.04,2006,3.5,,
Rogue Trooper,PS2,0.04,2006,8.0,,
Rogue Trooper,PS2,0.04,2006,8.0,,
Hitman: Blood Money,PC,0.03,2006,8.0,,
Hitman: Blood Money,PC,0.03,2006,8.1,,
Hitman: Blood Money,PC,0.03,2006,8.1,,
Hitman: Blood Money,PC,0.03,2006,8.2,,
Commandos: Strike Force,XB,0.02,2006,,,
Commandos: Strike Force,XB,0.02,2006,,,
Urban Chaos: Riot Response,XB,0.02,2006,7.9,,
Urban Chaos: Riot Response,XB,0.02,2006,7.9,,
Rogue Trooper,XB,0.02,2006,8.0,,
Rogue Trooper,XB,0.02,2006,8.0,,
Tomb Raider: Legend,PC,0.02,2006,6.5,,
Tomb Raider: Legend,PC,0.02,2006,8.0,,
Tomb Raider: Legend,PC,0.02,2006,8.0,,
Tomb Raider: Legend,PC,0.02,2006,8.1,,
Tomb Raider: Legend,PC,0.02,2006,7.9,,
Tomb Raider: Legend,PC,0.02,2006,8.3,,
Tomb Raider: Legend,PC,0.02,2006,7.2,,
Just Cause,PC,0.02,2006,7.3,,
Just Cause,PC,0.02,2006,7.3,,
Just Cause,PC,0.02,2006,6.9,,
Just Cause,PS2,0.02,2006,7.3,,
Just Cause,PS2,0.02,2006,7.3,,
Just Cause,PS2,0.02,2006,6.9,,
Tomb Raider: Anniversary,Wii,0.85,2007,,,
Tomb Raider: Anniversary,Wii,0.85,2007,,,
Tomb Raider: Anniversary,Wii,0.85,2007,6.8,,
Tomb Raider: Anniversary,Wii,0.85,2007,7.9,,
Tomb Raider: Anniversary,Wii,0.85,2007,7.7,,
Kane & Lynch: Dead Men,X360,0.76,2007,6.8,,
Kane & Lynch: Dead Men,X360,0.76,2007,6.8,,
Kane & Lynch: Dead Men,PS3,0.75,2007,6.8,,
Kane & Lynch: Dead Men,PS3,0.75,2007,6.8,,
Tomb Raider: Anniversary,PSP,0.57,2007,,,
Tomb Raider: Anniversary,PSP,0.57,2007,,,
Tomb Raider: Anniversary,PSP,0.57,2007,6.8,,
Tomb Raider: Anniversary,PSP,0.57,2007,7.9,,
Tomb Raider: Anniversary,PSP,0.57,2007,7.7,,
Tomb Raider: Anniversary,PS2,0.5,2007,,,
Tomb Raider: Anniversary,PS2,0.5,2007,,,
Tomb Raider: Anniversary,PS2,0.5,2007,6.8,,
Tomb Raider: Anniversary,PS2,0.5,2007,7.9,,
Tomb Raider: Anniversary,PS2,0.5,2007,7.7,,
Tomb Raider: Anniversary,X360,0.39,2007,,,
Tomb Raider: Anniversary,X360,0.39,2007,,,
Tomb Raider: Anniversary,X360,0.39,2007,6.8,,
Tomb Raider: Anniversary,X360,0.39,2007,7.9,,
Tomb Raider: Anniversary,X360,0.39,2007,7.7,,
Diner Dash: Sizzle & Serve,DS,0.38,2007,,,
Diner Dash: Sizzle & Serve,DS,0.38,2007,5.9,,
Carol Vorderman's Sudoku,PS2,0.28,2007,7.4,,
Carol Vorderman's Sudoku,PS2,0.28,2007,7.4,,
Battlestations: Midway,X360,0.26,2007,,,
Battlestations: Midway,X360,0.26,2007,7.7,,
Touch the Dead,DS,0.22,2007,,,
Diner Dash: Sizzle & Serve,PSP,0.12,2007,,,
Diner Dash: Sizzle & Serve,PSP,0.12,2007,5.9,,
Hitman Trilogy,PS2,0.11,2007,,,
Carol Vorderman's Sudoku,PSP,0.08,2007,7.4,,
Carol Vorderman's Sudoku,PSP,0.08,2007,7.4,,
Escape from Bug Island,Wii,0.06,2007,4.0,,
Zendoku,DS,0.06,2007,5.0,,
Prism: Light the Way,DS,0.05,2007,7.0,,
Pony Friends,DS,0.05,2007,7.0,,
Pocket Pool,PSP,0.04,2007,3.4,,
Bionicle Heroes,Wii,0.04,2007,7.8,,
Bionicle Heroes,Wii,0.04,2007,6.1,,
Bionicle Heroes,Wii,0.04,2007,5.4,,
Bionicle Heroes,Wii,0.04,2007,4.7,,
Tomb Raider: Anniversary,PC,0.03,2007,,,
Tomb Raider: Anniversary,PC,0.03,2007,,,
Tomb Raider: Anniversary,PC,0.03,2007,6.8,,
Tomb Raider: Anniversary,PC,0.03,2007,7.9,,
Tomb Raider: Anniversary,PC,0.03,2007,7.7,,
Chili Con Carnage,PSP,0.02,2007,7.7,,
Battlestations: Midway,PC,0.01,2007,,,
Battlestations: Midway,PC,0.01,2007,7.7,,
Traxxpad: Portable Studio,PSP,0.01,2007,8.0,,
Championship Manager 2007,X360,0.01,2007,,,
Tomb Raider: Underworld,PS3,1.26,2008,,,
Tomb Raider: Underworld,PS3,1.26,2008,,,
Tomb Raider: Underworld,PS3,1.26,2008,7.5,,
Tomb Raider: Underworld,PS3,1.26,2008,8.0,,
Tomb Raider: Underworld,PS3,1.26,2008,6.3,,
Tomb Raider: Underworld,PS3,1.26,2008,7.8,,
Tomb Raider: Underworld,X360,1.07,2008,,,
Tomb Raider: Underworld,X360,1.07,2008,,,
Tomb Raider: Underworld,X360,1.07,2008,7.5,,
Tomb Raider: Underworld,X360,1.07,2008,8.0,,
Tomb Raider: Underworld,X360,1.07,2008,6.3,,
Tomb Raider: Underworld,X360,1.07,2008,7.8,,
Tomb Raider: Underworld,Wii,0.45,2008,,,
Tomb Raider: Underworld,Wii,0.45,2008,,,
Tomb Raider: Underworld,Wii,0.45,2008,7.5,,
Tomb Raider: Underworld,Wii,0.45,2008,8.0,,
Tomb Raider: Underworld,Wii,0.45,2008,6.3,,
Tomb Raider: Underworld,Wii,0.45,2008,7.8,,
Monster Lab,Wii,0.31,2008,,,
Monster Lab,Wii,0.31,2008,,,
Monster Lab,Wii,0.31,2008,7.9,,
Wacky Races: Crash & Dash,Wii,0.3,2008,,,
Wacky Races: Crash & Dash,Wii,0.3,2008,,,
Conflict: Denied Ops,X360,0.19,2008,4.0,,
Conflict: Denied Ops,X360,0.19,2008,5.3,,
Conflict: Denied Ops,X360,0.19,2008,5.2,,
Tomb Raider: Underworld,DS,0.19,2008,,,
Tomb Raider: Underworld,DS,0.19,2008,,,
Tomb Raider: Underworld,DS,0.19,2008,7.5,,
Tomb Raider: Underworld,DS,0.19,2008,8.0,,
Tomb Raider: Underworld,DS,0.19,2008,6.3,,
Tomb Raider: Underworld,DS,0.19,2008,7.8,,
Conflict: Denied Ops,PS3,0.19,2008,4.0,,
Conflict: Denied Ops,PS3,0.19,2008,5.3,,
Conflict: Denied Ops,PS3,0.19,2008,5.2,,
Monster Lab,DS,0.14,2008,,,
Monster Lab,DS,0.14,2008,,,
Monster Lab,DS,0.14,2008,7.9,,
Monster Lab,PS2,0.11,2008,,,
Monster Lab,PS2,0.11,2008,,,
Monster Lab,PS2,0.11,2008,7.9,,
Death Jr.: Root of Evil,Wii,0.11,2008,7.3,,
Brain Voyage,DS,0.09,2008,5.0,,
Soul Bubbles,DS,0.08,2008,7.0,,
Tomb Raider: Underworld,PC,0.08,2008,,,
Tomb Raider: Underworld,PC,0.08,2008,,,
Tomb Raider: Underworld,PC,0.08,2008,7.5,,
Tomb Raider: Underworld,PC,0.08,2008,8.0,,
Tomb Raider: Underworld,PC,0.08,2008,6.3,,
Tomb Raider: Underworld,PC,0.08,2008,7.8,,
Pony Friends: Mini Breeds Edition,DS,0.05,2008,,,
Looney Tunes: Cartoon Conductor,DS,0.04,2008,6.8,,
So Blonde,PC,0.02,2008,6.8,,
Conflict: Denied Ops,PC,0.01,2008,4.0,,
Conflict: Denied Ops,PC,0.01,2008,5.3,,
Conflict: Denied Ops,PC,0.01,2008,5.2,,
Batman: Arkham Asylum,PS3,4.28,2009,9.0,,
Batman: Arkham Asylum,PS3,4.28,2009,9.1,,
Batman: Arkham Asylum,PS3,4.28,2009,9.3,,
Batman: Arkham Asylum,X360,3.54,2009,9.0,,
Batman: Arkham Asylum,X360,3.54,2009,9.1,,
Batman: Arkham Asylum,X360,3.54,2009,9.3,,
Batman: Arkham Asylum,PC,2.24,2009,9.0,,
Batman: Arkham Asylum,PC,2.24,2009,9.1,,
Batman: Arkham Asylum,PC,2.24,2009,9.3,,
Mini Ninjas,Wii,0.37,2009,4.0,,
Mini Ninjas,Wii,0.37,2009,8.0,,
Mini Ninjas,Wii,0.37,2009,8.0,,
Mini Ninjas,Wii,0.37,2009,7.6,,
Mini Ninjas,Wii,0.37,2009,7.4,,
Mini Ninjas,PS3,0.34,2009,4.0,,
Mini Ninjas,PS3,0.34,2009,8.0,,
Mini Ninjas,PS3,0.34,2009,8.0,,
Mini Ninjas,PS3,0.34,2009,7.6,,
Mini Ninjas,PS3,0.34,2009,7.4,,
Mini Ninjas,DS,0.34,2009,4.0,,
Mini Ninjas,DS,0.34,2009,8.0,,
Mini Ninjas,DS,0.34,2009,8.0,,
Mini Ninjas,DS,0.34,2009,7.6,,
Mini Ninjas,DS,0.34,2009,7.4,,
Battlestations: Pacific,X360,0.32,2009,7.7,,
Battlestations: Pacific,X360,0.32,2009,7.7,,
Mini Ninjas,X360,0.29,2009,4.0,,
Mini Ninjas,X360,0.29,2009,8.0,,
Mini Ninjas,X360,0.29,2009,8.0,,
Mini Ninjas,X360,0.29,2009,7.6,,
Mini Ninjas,X360,0.29,2009,7.4,,
Tomb Raider: Underworld (Others sales),PS2,0.26,2009,,,
Tomb Raider: Underworld,PS2,0.18,2009,,,
Tomb Raider: Underworld,PS2,0.18,2009,,,
Tomb Raider: Underworld,PS2,0.18,2009,7.5,,
Tomb Raider: Underworld,PS2,0.18,2009,8.0,,
Tomb Raider: Underworld,PS2,0.18,2009,6.3,,
Tomb Raider: Underworld,PS2,0.18,2009,7.8,,
ShellShock 2: Blood Trails,X360,0.09,2009,4.6,,
ShellShock 2: Blood Trails,X360,0.09,2009,3.2,,
ShellShock 2: Blood Trails,PS3,0.08,2009,4.6,,
ShellShock 2: Blood Trails,PS3,0.08,2009,3.2,,
Battlestations: Pacific,PC,0.02,2009,7.7,,
Battlestations: Pacific,PC,0.02,2009,7.7,,
Mini Ninjas,PC,0.02,2009,4.0,,
Mini Ninjas,PC,0.02,2009,8.0,,
Mini Ninjas,PC,0.02,2009,8.0,,
Mini Ninjas,PC,0.02,2009,7.6,,
Mini Ninjas,PC,0.02,2009,7.4,,
Double Pack Tomb Raider: Legend / Anniversary,PSP,0.01,2009,,,
Championship Manager 2010,PC,0.01,2009,,,
Just Cause 2,PC,4.16,2010,8.0,,
Just Cause 2,PC,4.16,2010,8.2,,
Just Cause 2,PC,4.16,2010,8.3,,
Oceanhorn: Monster of Uncharted Seas,PC,0.12,2015,7.4,7.3,7.35
Monster Boy and the Cursed Kingdom,NS,0.04,2018,8.0,9.5,8.75
Monster Boy and the Cursed Kingdom,NS,0.04,2018,8.7,7.8,8.25
Monster Boy and the Cursed Kingdom,PS4,0.03,2018,8.0,9.5,8.75
Monster Boy and the Cursed Kingdom,PS4,0.03,2018,8.7,7.8,8.25
Rust,PC,9.02,2018,6.1,6.2,6.15
Chippy,PC,0.01,2019,,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,0.01,2010,,,
Tsuku Monogatari,PSP,0.03,2011,,,
Bunmei Haruka: Aoiza Ibunroku,PSP,0.02,2011,,,
Doraemon: Nobita and the Island of Miracles,3DS,0.08,2012,,,
UnchainBlades EXXiV,3DS,0.02,2012,,,
UnchainBlades EXXiV,3DS,0.02,2012,,,
UnchainBlades EXXiV,PSP,0.02,2012,,,
UnchainBlades EXXiV,PSP,0.02,2012,,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,0.01,2012,,,
Cardfight!! Vanguard: Ride to Victory!!,3DS,0.09,2013,,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,0.07,2013,,,
Exstetra,PSV,0.03,2013,,,
Exstetra,PSV,0.03,2013,,,
HatsuKare * Renai Debut Sengen!,PSP,0.02,2013,,,
Exstetra,3DS,0.01,2013,,,
Exstetra,3DS,0.01,2013,,,
Cardfight!! Vanguard: Lock On Victory!!,3DS,0.07,2014,,,
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,0.05,2014,,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,0.04,2014,,,
Future Card Buddyfight: Yuujou no Bakunetsu Fight!,3DS,0.08,2015,,,
Doraemon: Nobita no Uchuu Eiyuuki,3DS,0.07,2015,,,
New Prince of Tennis: Go to the Top,3DS,0.06,2015,,,
Yuki Yuna is a Hero: Memory of the Forest,PSV,0.05,2015,,,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,0.04,2015,,,
To Love-Ru Trouble: Darkness - True Princess,PSV,0.02,2015,,,
Beyblade Burst,3DS,0.09,2016,,,
Cardfight!! Vanguard G: Stride to Victory!!,3DS,0.06,2016,,,
Doraemon: Shin Nobita no Nihon Tanjou,3DS,0.05,2016,,,
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,3DS,0.02,2016,,,
Beyblade Burst: God,3DS,0.04,2017,,,
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,0.04,2017,,,
Future Card Buddyfight Mezase! Buddy Champion!,3DS,0.03,2017,,,
Miracle Tunes! Game de Tune Up! Tabun!,3DS,0.01,2017,,,
Doraemon: Nobita no Takarajima,3DS,0.03,2018,,,
Beyblade Burst: Battle Zero,NS,0.02,2018,,,
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,3DS,0.02,2018,,,
WORKxWORK,NS,0.01,2018,,2.5,
Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,0.01,2018,,,
The Cat in the Hat,GBA,0.38,2005,,,
Veggy World,DS,0.02,2011,,,
Hoppie,DS,0.02,2011,,,
Assetto Corsa,PC,0.83,2014,7.3,6.1,6.7
Assetto Corsa,PC,0.83,2014,6.0,6.6,6.3
Assetto Corsa,PC,0.83,2014,8.5,8.4,8.45
Lucius,PC,0.6,2012,6.0,6.1,6.05
Salt,PC,0.1,2018,,,
IGT Slots: Lucky Larry's Lobstermania,PC,0.04,2011,,,
Forza Motorsport 4,X360,4.6,2011,9.1,,
Gears of War 3,X360,3.0,2011,9.1,,
Kinect: Disneyland Adventures,X360,2.41,2011,8.5,,
Halo: Combat Evolved Anniversary,X360,2.41,2011,8.0,,
Kinect Sports: Season Two,X360,2.33,2011,6.6,,
The Gunstringer,X360,0.4,2011,7.6,,
Kinectimals: Now with Bears!,X360,0.36,2011,,,
Forza Motorsport 4: December IGN Pack,XBL,0.03,2011,,,
Halo 4,X360,9.96,2012,9.8,,
Forza Horizon,X360,1.94,2012,9.0,,
Kinect Star Wars,X360,1.76,2012,,,
Mark of the Ninja,PC,1.56,2012,9.3,8.0,8.65
Trials Evolution,XBL,1.0,2012,,,
Deadlight,PC,0.8,2012,7.8,7.4,7.6
Kinect Rush: A Disney Pixar Adventure,X360,0.58,2012,6.0,,
Fable: The Journey,X360,0.29,2012,7.2,,
Insanely Twisted Shadow Planet,PC,0.11,2012,8.0,,
Nike+ Kinect Training,X360,0.04,2012,,,
Minecraft,X360,13.0,2013,,,
Minecraft,X360,13.0,2013,,,
Minecraft,X360,13.0,2013,5.5,,
Minecraft,X360,13.0,2013,8.5,,
Minecraft,X360,13.0,2013,9.5,,
Minecraft,X360,13.0,2013,9.2,,
Minecraft,X360,13.0,2013,6.7,,
Minecraft,X360,13.0,2013,9.4,,
Minecraft,X360,13.0,2013,10.0,7.8,8.9
Age of Empires II: HD Edition,PC,5.82,2013,6.8,7.9,7.35
Dead Rising 3,XOne,2.7,2013,8.3,6.9,7.6
Forza Motorsport 5,XOne,2.4,2013,8.8,6.0,7.4
Gears of War: Judgment,X360,1.6,2013,9.2,,
State of Decay,PC,1.49,2013,,,
State of Decay,PC,1.49,2013,7.9,6.9,7.4
Ryse: Son of Rome,XOne,1.47,2013,6.8,6.2,6.5
Ryse: Son of Rome,XOne,1.47,2013,6.1,6.7,6.4
Dust: An Elysian Tail,PC,0.94,2013,8.5,8.5,8.5
State of Decay,XBL,0.7,2013,,,
State of Decay,XBL,0.7,2013,7.9,6.9,7.4
Zoo Tycoon (2013),XOne,0.48,2013,,,
Zoo Tycoon (2013),XOne,0.48,2013,,,
Halo: Spartan Assault,PC,0.35,2013,6.7,6.3,6.5
Zoo Tycoon (2013),X360,0.08,2013,,,
Zoo Tycoon (2013),X360,0.08,2013,,,
Minecraft,XOne,5.43,2014,,,
Minecraft,XOne,5.43,2014,,,
Minecraft,XOne,5.43,2014,5.5,,
Minecraft,XOne,5.43,2014,8.5,,
Minecraft,XOne,5.43,2014,9.5,,
Minecraft,XOne,5.43,2014,9.2,,
Minecraft,XOne,5.43,2014,6.7,,
Minecraft,XOne,5.43,2014,9.4,,
Minecraft,XOne,5.43,2014,10.0,7.8,8.9
Halo: The Master Chief Collection,XOne,3.44,2014,8.5,7.4,7.95
Forza Horizon 2,XOne,1.46,2014,,,
Forza Horizon 2,XOne,1.46,2014,8.6,8.3,8.45
Sunset Overdrive,XOne,1.16,2014,8.0,7.8,7.9
Forza Horizon 2,X360,0.83,2014,,,
Forza Horizon 2,X360,0.83,2014,8.6,8.3,8.45
Kinect Sports Rivals,XOne,0.62,2014,7.3,5.0,6.15
Fable Anniversary,PC,0.58,2014,,,
Fable Anniversary,PC,0.58,2014,,,
Fable Anniversary,X360,0.45,2014,,,
Fable Anniversary,X360,0.45,2014,,,
Project Spark,XOne,0.17,2014,7.3,6.9,7.1
Killer Instinct (2013),XOne,0.11,2014,,,
Halo 5: Guardians,XOne,5.0,2015,8.6,6.4,7.5
Gears of War: Ultimate Edition,XOne,3.62,2015,8.2,7.6,7.9
Forza Motorsport 6,XOne,1.0,2015,8.7,7.7,8.2
Rare Replay,XOne,0.78,2015,8.4,8.0,8.2
State of Decay: Year One Survival Edition,XOne,0.21,2015,7.2,6.8,7.0
ScreamRide,XOne,0.01,2015,7.1,4.8,5.95
Gears of War 4,XOne,3.38,2016,8.4,6.9,7.65
Forza Horizon 3,XOne,2.5,2016,9.0,8.0,8.5
Dead Rising 4,XOne,0.87,2016,7.4,3.7,5.55
Dead Rising 4,XOne,0.87,2016,7.2,4.7,5.95
Quantum Break,XOne,0.76,2016,6.6,5.3,5.95
Quantum Break,XOne,0.76,2016,7.7,7.1,7.4
ReCore,XOne,0.26,2016,6.3,6.7,6.5
PlayerUnknown's Battlegrounds,XOne,2.17,2017,8.5,5.0,6.75
PlayerUnknown's Battlegrounds,XOne,2.17,2017,7.2,3.3,5.25
Forza Motorsport 7,XOne,1.52,2017,8.9,5.9,7.4
Halo Wars 2,XOne,0.51,2017,7.9,6.0,6.95
Halo Wars 2,XOne,0.51,2017,7.0,5.8,6.4
Super Lucky's Tale,XOne,0.22,2017,6.5,6.9,6.7
Rush: A Disney Pixar Adventure,XOne,0.17,2017,,,
Disneyland Adventures,XOne,0.07,2017,6.7,6.9,6.8
Forza Horizon 4,XOne,1.84,2018,9.2,7.9,8.55
Sea of Thieves,XOne,0.96,2018,6.9,7.0,6.95
State of Decay 2,XOne,0.46,2018,7.0,5.4,6.2
Hellblade: Senua's Sacrifice,XOne,0.03,2018,8.8,7.3,8.05
Hellblade: Senua's Sacrifice,XOne,0.03,2018,8.3,8.1,8.2
Hellblade: Senua's Sacrifice,XOne,0.03,2018,8.3,8.1,8.2
Shelter 2,PC,0.24,2015,5.8,6.9,6.35
Ziggurat,PC,0.24,2014,,,
Ziggurat,PC,0.24,2014,,,
Ziggurat,PC,0.24,2014,8.0,7.0,7.5
Little Racers STREET,PC,0.1,2014,,,
Ziggurat,XOne,0.01,2015,,,
Ziggurat,XOne,0.01,2015,,,
Ziggurat,XOne,0.01,2015,8.0,7.0,7.5
Farm Together,PC,0.11,2018,,,
Space Pirates And Zombies 2,PC,0.1,2017,,,
Data Hacker: Initiation,PC,0.24,2014,,,
Data Hacker: Reboot,PC,0.33,2015,,,
Reset 1-1,PC,0.24,2016,,,
Nayuta no Kiseki,PSP,0.14,2012,,,
Alien Hominid,PS2,0.1,2004,8.1,,
Alien Hominid,PS2,0.1,2004,8.3,,
Pocket Dogs,GBA,0.08,2005,,,
Tank Beat,DS,0.03,2007,4.0,,
Chaos Wars,PS2,0.04,2008,6.8,,
Crawl,PC,0.24,2017,,,
Scared Rider Xechs,PS2,0.02,2010,,,
Oretachi no Sekai wa Shimatteiru,PSV,0.01,2017,,,
RailWorks 2: Train Simulator,PC,0.01,2010,,,
Deadly Premonition: The Director's Cut,PS3,0.16,2013,7.0,,
Jewel Master: Cradle of Persia,DS,0.05,2014,,,
Assault Suit Leynos,PS4,0.05,2016,6.7,6.7,6.7
Lumo,PS4,0.04,2016,,,
Lumo,PS4,0.04,2016,7.3,5.9,6.6
Lumo,PS4,0.04,2016,7.7,7.9,7.8
SteamWorld Collection,WiiU,0.04,2016,,,
SteamWorld Collection,WiiU,0.04,2016,,,
Earth's Dawn,PS4,0.02,2016,6.8,6.7,6.75
SteamWorld Collection,PS4,0.02,2016,,,
SteamWorld Collection,PS4,0.02,2016,,,
Lumo,PSV,0.02,2016,,,
Lumo,PSV,0.02,2016,7.3,5.9,6.6
Lumo,PSV,0.02,2016,7.7,7.9,7.8
Zombie Vikings,PS4,0.01,2016,6.4,7.0,6.7
Cooking Mama: Sweet Shop,3DS,0.07,2017,6.0,5.0,5.5
Zero Escape: Zero Time Dilemma,PS4,0.03,2017,8.0,6.8,7.4
Zero Escape: Zero Time Dilemma,PS4,0.03,2017,7.7,8.2,7.95
Zero Escape: Zero Time Dilemma,PS4,0.03,2017,8.3,8.3,8.3
88 Heroes: 98 Heroes Edition,NS,0.02,2017,6.5,6.4,6.45
Lumo,NS,0.02,2017,,,
Lumo,NS,0.02,2017,7.3,5.9,6.6
Lumo,NS,0.02,2017,7.7,7.9,7.8
Trailblazers,PS4,0.02,2018,,,
Trailblazers,PS4,0.02,2018,6.3,6.0,6.15
Hello Kitty Kruisers,NS,0.02,2018,,,
Hello Kitty Kruisers,NS,0.02,2018,,,
SteamWorld Dig 2,PS4,0.02,2018,,,
SteamWorld Dig 2,PS4,0.02,2018,8.8,8.7,8.75
Trailblazers,NS,0.01,2018,,,
Trailblazers,NS,0.01,2018,6.3,6.0,6.15
SteamWorld Dig 2,NS,0.01,2018,,,
SteamWorld Dig 2,NS,0.01,2018,8.8,8.7,8.75
Jissen Pachi-Slot Hisshouhou,SNES,0.19,1993,,,
Guilty Gear X,PS2,0.12,2001,8.8,,
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,0.28,2002,,,
Lethal Skies Elite Pilot: Team SW,PS2,0.22,2002,,,
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,0.2,2002,,,
Guilty Gear X: Advance Edition,GBA,0.06,2002,7.3,,
Guilty Gear X2,PS2,0.35,2003,9.0,,
Lethal Skies II,PS2,0.16,2003,7.7,,
Galerians: Ash,PS2,0.07,2003,4.4,,
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,1.0,2004,,,
Guilty Gear Isuka,PS2,0.1,2004,7.2,,
Seven Samurai 20XX,PS2,0.08,2004,6.7,,
Spy Fiction,PS2,0.04,2004,7.3,,
Guilty Gear XX Slash,PS2,0.08,2006,,,
Shatter,PC,0.26,2010,8.6,,
Jonah Lomu Rugby Challenge,PC,0.04,2011,,,
Jonah Lomu Rugby Challenge,PC,0.04,2011,7.0,,
Adventures of Shuggy,PC,0.1,2012,,,
Top Gun: Fire at Will!,PS,0.55,1996,,,
Omega One,PC,0.13,2017,,,
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSP,0.02,2012,,,
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSP,0.02,2012,,,
Moe Moe 2-ji Daisenryaku 3,PSV,0.01,2017,,,
