game,platform,games_sold,year,critic_score,user_score,combined_score
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,0.01,2018,,,
Axiom Verge,PC,0.17,2015,,,
Axiom Verge,PC,0.17,2015,8.4,7.8,8.1
Axiom Verge,PC,0.17,2015,8.0,7.7,7.85
Axiom Verge,PC,0.17,2015,7.5,8.4,7.95
Axiom Verge,PS4,0.04,2015,,,
Axiom Verge,PS4,0.04,2015,8.4,7.8,8.1
Axiom Verge,PS4,0.04,2015,8.0,7.7,7.85
Axiom Verge,PS4,0.04,2015,7.5,8.4,7.95
Axiom Verge,PSV,0.01,2015,,,
Axiom Verge,PSV,0.01,2015,8.4,7.8,8.1
Axiom Verge,PSV,0.01,2015,8.0,7.7,7.85
Axiom Verge,PSV,0.01,2015,7.5,8.4,7.95
Axiom Verge,NS,0.17,2017,,,
Axiom Verge,NS,0.17,2017,8.4,7.8,8.1
Axiom Verge,NS,0.17,2017,8.0,7.7,7.85
Axiom Verge,NS,0.17,2017,7.5,8.4,7.95
King Arthur's Gold,PC,0.35,2013,,,
GRIP: Combat Racing,NS,0.02,2018,5.9,6.5,6.2
GRIP: Combat Racing,NS,0.02,2018,7.1,6.1,6.6
GRIP: Combat Racing,PS4,0.01,2018,5.9,6.5,6.2
GRIP: Combat Racing,PS4,0.01,2018,7.1,6.1,6.6
Farming 2017 - The Simulation,PC,0.03,2016,,,
Farming 2017 - The Simulation,PC,0.03,2016,,,
Farming 2017 - The Simulation,PS4,0.01,2016,,,
Farming 2017 - The Simulation,PS4,0.01,2016,,,
Portal,PC,9.97,2008,9.0,,
Left 4 Dead,PC,4.6,2008,8.6,8.5,8.55
Left 4 Dead,PC,4.6,2008,8.7,9.0,8.85
Left 4 Dead,X360,3.52,2008,8.6,8.5,8.55
Left 4 Dead,X360,3.52,2008,8.7,9.0,8.85
Black Mesa,PC,0.6,2012,8.6,8.9,8.75
Criticom,PS,0.12,1996,3.0,,
AeroFighters Assault,N64,0.19,1997,5.4,,
Dark Rift,N64,0.15,1997,5.4,,
Super Dungeon Bros,PS4,0.03,2016,4.3,1.9,3.1
The Town of Light,PS4,0.03,2017,,,
The Town of Light,PS4,0.03,2017,6.7,6.1,6.4
The Town of Light,PS4,0.03,2017,6.0,6.9,6.45
Victor Vran: Overkill Edition,NS,0.06,2018,8.2,8.0,8.1
The Town of Light,NS,0.03,2018,,,
The Town of Light,NS,0.03,2018,6.7,6.1,6.4
The Town of Light,NS,0.03,2018,6.0,6.9,6.45
Shaq-Fu: A Legend Reborn,PS4,0.02,2018,,,
Shaq-Fu: A Legend Reborn,PS4,0.02,2018,,,
Shaq-Fu: A Legend Reborn,PS4,0.02,2018,,,
Shaq-Fu: A Legend Reborn,NS,0.02,2018,,,
Shaq-Fu: A Legend Reborn,NS,0.02,2018,,,
Shaq-Fu: A Legend Reborn,NS,0.02,2018,,,
Shaq-Fu: A Legend Reborn,XOne,0.02,2018,,,
Shaq-Fu: A Legend Reborn,XOne,0.02,2018,,,
Shaq-Fu: A Legend Reborn,XOne,0.02,2018,,,
Max: The Curse of Brotherhood,NS,0.01,2018,7.3,6.9,7.1
Wordhunters,PS4,0.01,2018,,,
Just Deal With It,PS4,0.01,2018,,,
Gothic,PC,0.2,2001,8.1,,
Top Angler: Real Bass Fishing,PS2,0.11,2002,3.9,,
Metal Dungeon,XB,0.03,2002,3.5,,
Black Stone: Magic & Steel,XB,0.04,2003,,,
Motor Trend presents Lotus Challenge,XB,0.03,2003,,,
Castle Story,PC,0.28,2017,,,
RACE On,PC,0.03,2009,,,
Wildlife Park 3,PC,0.08,2011,,,
Air Conflicts: Secret Wars,PC,0.03,2011,,,
Air Conflicts: Secret Wars,PC,0.03,2011,,,
Air Conflicts: Secret Wars,PC,0.03,2011,,,
Air Conflicts: Secret Wars,PC,0.03,2011,6.0,,
Hacker Evolution Duality,PC,0.12,2011,,,
Darkwood,PC,0.17,2014,8.0,8.4,8.2
Death Trap,2600,0.17,1983,,,
Secrets of the Titanic,DS,0.02,2012,,,
Jewel Quest 6: The Sapphire Dragon,PC,0.01,2012,,,
4 Play Collection - Dark Mysteries,PC,0.02,2014,,,
4 Play Collection: Treasure Hunters,PC,0.01,2014,,,
Thomas and Friends: Steaming around Sodor,3DS,0.04,2015,,,
7 Roses: A Darkness Rises,PC,0.02,2015,,,
Contender 2,PS,0.55,2000,5.0,,
Transformers: Beast Wars Transmetals,PS,0.11,2000,3.0,,
Dexter's Laboratory Deesaster Strikes,GBA,0.41,2001,6.5,,
The Powerpuff Girls: Chemical X-Traction,PS,0.25,2001,,,
The Powerpuff Girls: Chemical X-Traction,PS,0.25,2001,2.0,,
Sports Illustrated for Kids: Baseball,GBA,0.17,2001,3.5,,
The Powerpuff Girls: Chemical X-Traction,N64,0.16,2001,,,
The Powerpuff Girls: Chemical X-Traction,N64,0.16,2001,2.0,,
Driven,PS2,0.15,2001,2.0,,
Driven,PS2,0.15,2001,6.8,,
Driven,PS2,0.15,2001,3.6,,
Fire ProWrestling,GBA,0.13,2001,8.0,,
Hot Potato!,GBA,0.04,2001,7.7,,
Driven,GBA,0.03,2001,2.0,,
Driven,GBA,0.03,2001,6.8,,
Driven,GBA,0.03,2001,3.6,,
Way of the Samurai,PS2,0.51,2002,7.8,,
The Powerpuff Girls: Relish Rampage,PS2,0.45,2002,,,
The Powerpuff Girls: Relish Rampage,PS2,0.45,2002,3.8,,
The Powerpuff Girls: Him and Seek,GBA,0.43,2002,7.5,,
"Ed, Edd n Eddy: Jawbreakers!",GBA,0.32,2002,5.0,,
Reign of Fire,PS2,0.27,2002,,,
Reign of Fire,PS2,0.27,2002,6.0,,
Reign of Fire,PS2,0.27,2002,6.0,,
Reign of Fire,PS2,0.27,2002,6.0,,
Riding Spirits,PS2,0.26,2002,6.1,,
WipEout Fusion,PS2,0.25,2002,9.0,,
WRC: World Rally Championship,PS2,0.25,2002,8.7,,
Dexter's Lab Chess Challenge,GBA,0.2,2002,,,
Wolfenstein 3D,GBA,0.17,2002,,,
Chase: Hollywood Stunt Driver,XB,0.12,2002,4.9,,
Reign of Fire,GC,0.11,2002,,,
Reign of Fire,GC,0.11,2002,6.0,,
Reign of Fire,GC,0.11,2002,6.0,,
Reign of Fire,GC,0.11,2002,6.0,,
Dropship: United Peace Force,PS2,0.1,2002,7.9,,
Reign of Fire,XB,0.1,2002,,,
Reign of Fire,XB,0.1,2002,6.0,,
Reign of Fire,XB,0.1,2002,6.0,,
Reign of Fire,XB,0.1,2002,6.0,,
Ballistic: Ecks vs. Sever,GBA,0.1,2002,7.3,,
Savage Skies,PS2,0.09,2002,4.0,,
Driven,GC,0.08,2002,2.0,,
Driven,GC,0.08,2002,6.8,,
Driven,GC,0.08,2002,3.6,,
Broken Sword: The Shadow of the Templars,GBA,0.06,2002,8.1,,
Reign of Fire,GBA,0.05,2002,,,
Reign of Fire,GBA,0.05,2002,6.0,,
Reign of Fire,GBA,0.05,2002,6.0,,
Reign of Fire,GBA,0.05,2002,6.0,,
Star X,GBA,0.04,2002,4.5,,
Runabout 3: Neo Age,PS2,0.03,2002,,,
Kong: The Animated Series,GBA,0.02,2002,5.0,,
Wallace & Gromit in Project Zoo,PS2,0.23,2003,,,
Wallace & Gromit in Project Zoo,PS2,0.23,2003,,,
Wallace & Gromit in Project Zoo,PS2,0.23,2003,6.6,,
Samurai Jack: The Amulet of Time,GBA,0.22,2003,,,
Sports Illustrated for Kids: Football,GBA,0.18,2003,5.0,,
Wallace & Gromit in Project Zoo,GC,0.07,2003,,,
Wallace & Gromit in Project Zoo,GC,0.07,2003,,,
Wallace & Gromit in Project Zoo,GC,0.07,2003,6.6,,
The Powerpuff Girls: Relish Rampage,GC,0.07,2003,,,
The Powerpuff Girls: Relish Rampage,GC,0.07,2003,3.8,,
Starsky & Hutch,GBA,0.03,2003,,,
Starsky & Hutch,GBA,0.03,2003,6.0,,
Starsky & Hutch,GBA,0.03,2003,6.0,,
Starsky & Hutch,GBA,0.03,2003,6.0,,
Wallace & Gromit in Project Zoo,XB,0.03,2003,,,
Wallace & Gromit in Project Zoo,XB,0.03,2003,,,
Wallace & Gromit in Project Zoo,XB,0.03,2003,6.6,,
Starsky & Hutch,GC,0.11,2004,,,
Starsky & Hutch,GC,0.11,2004,6.0,,
Starsky & Hutch,GC,0.11,2004,6.0,,
Starsky & Hutch,GC,0.11,2004,6.0,,
Bujingai: The Forsaken City,PS2,0.1,2004,7.4,,
Carmen Sandiego: The Secret of the Stolen Drums,PS2,0.06,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,PS2,0.06,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,PS2,0.06,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,XB,0.02,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,XB,0.02,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,XB,0.02,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,GC,0.02,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,GC,0.02,2004,5.6,,
Carmen Sandiego: The Secret of the Stolen Drums,GC,0.02,2004,5.6,,
AKB1/48: Idol to Guam de Koishitara...,X360,0.01,2011,,,
AKB1/48: Idol to Guam de Koishitara...,X360,0.01,2011,,,
Mobile Suit GUNDAM SEED BATTLE DESTINY,PSV,0.12,2012,,,
Kuroko no Basuke: Game of Miracles,PSP,0.11,2012,,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,0.03,2012,,,
Armored Core: Verdict Day,PS3,0.12,2013,,,
Armored Core: Verdict Day,PS3,0.12,2013,7.6,,
Kamen Rider Travelers Record,3DS,0.08,2013,,,
Armored Core: Verdict Day,X360,0.01,2013,,,
Armored Core: Verdict Day,X360,0.01,2013,7.6,,
Aikatsu! 365 Idol Days,3DS,0.13,2014,,,
Project CARS,PS4,1.28,2015,8.1,5.8,6.95
Project CARS,PS4,1.28,2015,8.3,6.6,7.45
Project CARS,PS4,1.28,2015,8.3,7.1,7.7
Project CARS,XOne,0.41,2015,8.1,5.8,6.95
Project CARS,XOne,0.41,2015,8.3,6.6,7.45
Project CARS,XOne,0.41,2015,8.3,7.1,7.7
Project CARS,PC,0.13,2015,8.1,5.8,6.95
Project CARS,PC,0.13,2015,8.3,6.6,7.45
Project CARS,PC,0.13,2015,8.3,7.1,7.7
Aikatsu! My No.1 Stage!,3DS,0.09,2015,,,
Lost Heroes 2,3DS,0.08,2015,,,
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,0.01,2015,,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,0.08,2016,,,
Chou Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,0.07,2016,,,
All Kamen Rider: Rider Revolution,3DS,0.06,2016,,,
Haikyu!! Cross Team Match!,3DS,0.05,2016,,,
Aikatsu Stars! My Special Appeal,3DS,0.04,2016,,,
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,0.01,2017,,,
Taiko no Tatsujin: Drum 'n' Fun!,NS,1.0,2018,7.5,8.1,7.8
SoulCalibur VI,PS4,0.71,2018,8.4,6.3,7.35
SoulCalibur VI,PS4,0.71,2018,8.4,4.7,6.55
SoulCalibur VI,XOne,0.3,2018,8.4,6.3,7.35
SoulCalibur VI,XOne,0.3,2018,8.4,4.7,6.55
Naruto to Boruto: Shinobi Striker,PS4,0.29,2018,6.0,5.8,5.9
Naruto to Boruto: Shinobi Striker,PS4,0.29,2018,8.5,5.6,7.05
Naruto to Boruto: Shinobi Striker,XOne,0.19,2018,6.0,5.8,5.9
Naruto to Boruto: Shinobi Striker,XOne,0.19,2018,8.5,5.6,7.05
Super Robot Wars X,PS4,0.13,2018,,,
Super Robot Wars X,PS4,0.13,2018,,,
Pro Yakyuu Famista Evolution,NS,0.12,2018,,,
Super Robot Wars X,PSV,0.07,2018,,,
Super Robot Wars X,PSV,0.07,2018,,,
Girls und Panzer: Dream Tank Match,PS4,0.06,2018,,,
Gintama Ranbu,PS4,0.06,2018,,,
Gintama Ranbu,PS4,0.06,2018,,,
SD Gundam G Generation Genesis,NS,0.04,2018,,,
SD Gundam G Generation Genesis,NS,0.04,2018,,,
SD Gundam G Generation Genesis,NS,0.04,2018,,,
Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,0.03,2018,7.5,7.2,7.35
Kamen Rider: Climax Scramble Zi-O,NS,0.03,2018,,,
Record of Grancrest War,PS4,0.03,2018,,,
Super Run For Money Tousouchuu & Sentouchuu,NS,0.02,2018,,,
Cats Together,NS,0.02,2018,,,
Cats Together,NS,0.02,2018,,,
Cats Together,3DS,0.02,2018,,,
Cats Together,3DS,0.02,2018,,,
Gotouchi Tetsudou for Nintendo Switch!!,NS,0.02,2018,,,
Billion Road,NS,0.01,2018,,,
Nari Kids Park: Hugtto! PreCure,NS,0.01,2018,,,
Fishing Spirits,NS,0.5,2019,,,
The Elder Scrolls III: Morrowind,XB,2.86,2002,8.2,,
IHRA Drag Racing 2,PS2,1.31,2002,,,
The Elder Scrolls III: Morrowind Game of the Year Edition,XB,1.03,2003,8.3,,
Pirates of the Caribbean,XB,0.29,2003,7.5,,
IHRA Drag Racing 2004,XB,0.2,2003,1.9,,
IHRA Professional Drag Racing 2005,PS2,0.19,2004,,,
IHRA Professional Drag Racing 2005,PS2,0.19,2004,3.1,,
IHRA Professional Drag Racing 2005,XB,0.06,2004,,,
IHRA Professional Drag Racing 2005,XB,0.06,2004,3.1,,
NTRA Breeders' Cup World Thoroughbred Championships,PS2,0.13,2005,,,
NTRA Breeders' Cup World Thoroughbred Championships,PS2,0.13,2005,,,
NTRA Breeders' Cup World Thoroughbred Championships,XB,0.06,2005,,,
NTRA Breeders' Cup World Thoroughbred Championships,XB,0.06,2005,,,
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,0.25,2006,5.5,,
Star Trek: Legacy,X360,0.18,2006,5.3,,
Star Trek: Legacy,X360,0.18,2006,6.4,,
IHRA Drag Racing: Sportsman Edition,PS2,0.08,2006,,,
IHRA Drag Racing: Sportsman Edition,PS2,0.08,2006,,,
Star Trek: Tactical Assault,DS,0.06,2006,6.0,,
Star Trek: Tactical Assault,DS,0.06,2006,6.4,,
Star Trek: Tactical Assault,PSP,0.03,2006,6.0,,
Star Trek: Tactical Assault,PSP,0.03,2006,6.4,,
Star Trek: Legacy,PC,0.02,2006,5.3,,
Star Trek: Legacy,PC,0.02,2006,6.4,,
IHRA Drag Racing: Sportsman Edition,XB,0.02,2006,,,
IHRA Drag Racing: Sportsman Edition,XB,0.02,2006,,,
AMF Xtreme Bowling,XB,0.01,2006,,,
AMF Xtreme Bowling,XB,0.01,2006,,,
The Elder Scrolls IV: Oblivion,PS3,3.12,2007,9.2,,
The Elder Scrolls IV: Oblivion,PS3,3.12,2007,9.2,,
The Elder Scrolls IV: Oblivion,PS3,3.12,2007,9.3,,
The Elder Scrolls IV: Shivering Isles,X360,0.18,2007,,,
The Elder Scrolls IV: Shivering Isles,X360,0.18,2007,8.9,,
Star Trek: Conquest,Wii,0.12,2007,8.0,,
Star Trek: Conquest,Wii,0.12,2007,6.8,,
Star Trek: Conquest,PS2,0.11,2007,8.0,,
Star Trek: Conquest,PS2,0.11,2007,6.8,,
The Elder Scrolls IV: Shivering Isles,PS3,0.07,2007,,,
The Elder Scrolls IV: Shivering Isles,PS3,0.07,2007,8.9,,
Fallout 3,X360,4.96,2008,9.0,,
Fallout 3,X360,4.96,2008,8.8,,
Fallout 3,X360,4.96,2008,9.0,8.6,8.8
Fallout 3,PS3,4.0,2008,9.0,,
Fallout 3,PS3,4.0,2008,8.8,,
Fallout 3,PS3,4.0,2008,9.0,8.6,8.8
Fallout 3,PC,0.98,2008,9.0,,
Fallout 3,PC,0.98,2008,8.8,,
Fallout 3,PC,0.98,2008,9.0,8.6,8.8
Command & Conquer: Red Alert 3,X360,0.45,2008,8.2,,
Command & Conquer: Red Alert 3,X360,0.45,2008,7.4,,
AMF Bowling World Lanes,Wii,0.35,2008,2.5,,
Wet,PS3,0.62,2009,6.9,,
Wet,PS3,0.62,2009,6.9,,
Wet,X360,0.5,2009,6.9,,
Wet,X360,0.5,2009,6.9,,
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,0.24,2009,,,
Rogue Warrior,PS3,0.13,2009,2.5,,
Rogue Warrior,PS3,0.13,2009,3.0,,
Rogue Warrior,X360,0.11,2009,2.5,,
Rogue Warrior,X360,0.11,2009,3.0,,
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,0.1,2009,,,
Fallout 3: Game of the Year Edition,PC,0.01,2009,,,
Fallout: New Vegas,PC,5.22,2010,8.2,,
Fallout: New Vegas,PC,5.22,2010,8.2,,
Fallout: New Vegas,PC,5.22,2010,8.3,,
Fallout: New Vegas,X360,4.08,2010,8.2,,
Fallout: New Vegas,X360,4.08,2010,8.2,,
Fallout: New Vegas,X360,4.08,2010,8.3,,
Fallout: New Vegas,PS3,3.17,2010,8.2,,
Fallout: New Vegas,PS3,3.17,2010,8.2,,
Fallout: New Vegas,PS3,3.17,2010,8.3,,
The Elder Scrolls V: Skyrim,X360,8.88,2011,9.0,,
The Elder Scrolls V: Skyrim,X360,8.88,2011,9.3,,
The Elder Scrolls V: Skyrim,X360,8.88,2011,8.6,9.1,8.85
The Elder Scrolls V: Skyrim,X360,8.88,2011,9.2,8.2,8.7
The Elder Scrolls V: Skyrim,PS3,6.49,2011,9.0,,
The Elder Scrolls V: Skyrim,PS3,6.49,2011,9.3,,
The Elder Scrolls V: Skyrim,PS3,6.49,2011,8.6,9.1,8.85
The Elder Scrolls V: Skyrim,PS3,6.49,2011,9.2,8.2,8.7
The Elder Scrolls V: Skyrim,PC,3.99,2011,9.0,,
The Elder Scrolls V: Skyrim,PC,3.99,2011,9.3,,
The Elder Scrolls V: Skyrim,PC,3.99,2011,8.6,9.1,8.85
The Elder Scrolls V: Skyrim,PC,3.99,2011,9.2,8.2,8.7
Rage,X360,1.6,2011,7.9,,
Rage,X360,1.6,2011,7.9,,
Rage,X360,1.6,2011,7.8,5.3,6.55
Rage,PS3,1.32,2011,7.9,,
Rage,PS3,1.32,2011,7.9,,
Rage,PS3,1.32,2011,7.8,5.3,6.55
Brink,X360,1.04,2011,6.8,,
Brink,X360,1.04,2011,7.1,,
Brink,X360,1.04,2011,7.0,6.0,6.5
Brink,PS3,0.73,2011,6.8,,
Brink,PS3,0.73,2011,7.1,,
Brink,PS3,0.73,2011,7.0,6.0,6.5
Rage,PC,0.37,2011,7.9,,
Rage,PC,0.37,2011,7.9,,
Rage,PC,0.37,2011,7.8,5.3,6.55
Hunted: The Demon's Forge,PS3,0.25,2011,6.0,,
Hunted: The Demon's Forge,PS3,0.25,2011,6.1,,
Hunted: The Demon's Forge,PS3,0.25,2011,6.1,6.6,6.35
Hunted: The Demon's Forge,X360,0.22,2011,6.0,,
Hunted: The Demon's Forge,X360,0.22,2011,6.1,,
Hunted: The Demon's Forge,X360,0.22,2011,6.1,6.6,6.35
Brink,PC,0.18,2011,6.8,,
Brink,PC,0.18,2011,7.1,,
Brink,PC,0.18,2011,7.0,6.0,6.5
Hunted: The Demon's Forge,PC,0.05,2011,6.0,,
Hunted: The Demon's Forge,PC,0.05,2011,6.1,,
Hunted: The Demon's Forge,PC,0.05,2011,6.1,6.6,6.35
Doom 3 BFG Edition,PC,0.6,2012,,,
Doom 3 BFG Edition,PC,0.6,2012,,,
Doom 3 BFG Edition,PC,0.6,2012,5.9,5.4,5.65
Doom 3 BFG Edition,PS3,0.58,2012,,,
Doom 3 BFG Edition,PS3,0.58,2012,,,
Doom 3 BFG Edition,PS3,0.58,2012,5.9,5.4,5.65
Doom 3 BFG Edition,X360,0.48,2012,,,
Doom 3 BFG Edition,X360,0.48,2012,,,
Doom 3 BFG Edition,X360,0.48,2012,5.9,5.4,5.65
Fallout: New Vegas Ultimate Edition,PC,0.03,2012,,,
Dishonored,X360,1.72,2013,9.2,,
Dishonored,X360,1.72,2013,9.2,,
Dishonored,X360,1.72,2013,9.2,8.4,8.8
Dishonored,PS3,1.55,2013,9.2,,
Dishonored,PS3,1.55,2013,9.2,,
Dishonored,PS3,1.55,2013,9.2,8.4,8.8
Dishonored,PC,0.51,2013,9.2,,
Dishonored,PC,0.51,2013,9.2,,
Dishonored,PC,0.51,2013,9.2,8.4,8.8
The Evil Within,PS4,1.86,2014,,,
The Evil Within,PS4,1.86,2014,,,
The Evil Within,PS4,1.86,2014,7.7,7.5,7.6
The Evil Within,PS4,1.86,2014,7.9,7.4,7.65
The Evil Within,PS4,1.86,2014,5.5,6.2,5.85
Wolfenstein: The New Order,PC,1.82,2014,,,
Wolfenstein: The New Order,PC,1.82,2014,,,
Wolfenstein: The New Order,PC,1.82,2014,7.8,7.8,7.8
Wolfenstein: The New Order,PC,1.82,2014,7.9,8.1,8.0
Wolfenstein: The New Order,PC,1.82,2014,8.1,8.2,8.15
Wolfenstein: The New Order,PS4,1.61,2014,,,
Wolfenstein: The New Order,PS4,1.61,2014,,,
Wolfenstein: The New Order,PS4,1.61,2014,7.8,7.8,7.8
Wolfenstein: The New Order,PS4,1.61,2014,7.9,8.1,8.0
Wolfenstein: The New Order,PS4,1.61,2014,8.1,8.2,8.15
The Elder Scrolls Online,PC,1.02,2014,7.1,5.8,6.45
The Evil Within,PS3,0.87,2014,,,
The Evil Within,PS3,0.87,2014,,,
The Evil Within,PS3,0.87,2014,7.7,7.5,7.6
The Evil Within,PS3,0.87,2014,7.9,7.4,7.65
The Evil Within,PS3,0.87,2014,5.5,6.2,5.85
Wolfenstein: The New Order,XOne,0.75,2014,,,
Wolfenstein: The New Order,XOne,0.75,2014,,,
Wolfenstein: The New Order,XOne,0.75,2014,7.8,7.8,7.8
Wolfenstein: The New Order,XOne,0.75,2014,7.9,8.1,8.0
Wolfenstein: The New Order,XOne,0.75,2014,8.1,8.2,8.15
The Evil Within,PC,0.74,2014,,,
The Evil Within,PC,0.74,2014,,,
The Evil Within,PC,0.74,2014,7.7,7.5,7.6
The Evil Within,PC,0.74,2014,7.9,7.4,7.65
The Evil Within,PC,0.74,2014,5.5,6.2,5.85
The Evil Within,XOne,0.69,2014,,,
The Evil Within,XOne,0.69,2014,,,
The Evil Within,XOne,0.69,2014,7.7,7.5,7.6
The Evil Within,XOne,0.69,2014,7.9,7.4,7.65
The Evil Within,XOne,0.69,2014,5.5,6.2,5.85
The Evil Within,X360,0.49,2014,,,
The Evil Within,X360,0.49,2014,,,
The Evil Within,X360,0.49,2014,7.7,7.5,7.6
The Evil Within,X360,0.49,2014,7.9,7.4,7.65
The Evil Within,X360,0.49,2014,5.5,6.2,5.85
Wolfenstein: The New Order,PS3,0.46,2014,,,
Wolfenstein: The New Order,PS3,0.46,2014,,,
Wolfenstein: The New Order,PS3,0.46,2014,7.8,7.8,7.8
Wolfenstein: The New Order,PS3,0.46,2014,7.9,8.1,8.0
Wolfenstein: The New Order,PS3,0.46,2014,8.1,8.2,8.15
Wolfenstein: The New Order,X360,0.38,2014,,,
Wolfenstein: The New Order,X360,0.38,2014,,,
Wolfenstein: The New Order,X360,0.38,2014,7.8,7.8,7.8
Wolfenstein: The New Order,X360,0.38,2014,7.9,8.1,8.0
Wolfenstein: The New Order,X360,0.38,2014,8.1,8.2,8.15
Fallout 4,PS4,8.48,2015,9.0,5.5,7.25
Fallout 4,PS4,8.48,2015,8.6,6.6,7.6
Fallout 4,PS4,8.48,2015,8.4,6.4,7.4
Fallout 4,PC,6.6,2015,9.0,5.5,7.25
Fallout 4,PC,6.6,2015,8.6,6.6,7.6
Fallout 4,PC,6.6,2015,8.4,6.4,7.4
Fallout 4,XOne,5.03,2015,9.0,5.5,7.25
Fallout 4,XOne,5.03,2015,8.6,6.6,7.6
Fallout 4,XOne,5.03,2015,8.4,6.4,7.4
The Elder Scrolls Online: Tamriel Unlimited,PS4,2.05,2015,7.7,8.3,8.0
The Elder Scrolls Online: Tamriel Unlimited,PS4,2.05,2015,7.4,7.7,7.55
The Elder Scrolls Online: Tamriel Unlimited,XOne,1.38,2015,7.7,8.3,8.0
The Elder Scrolls Online: Tamriel Unlimited,XOne,1.38,2015,7.4,7.7,7.55
Wolfenstein: The Old Blood,PC,0.6,2015,8.0,7.9,7.95
Wolfenstein: The Old Blood,PC,0.6,2015,7.6,7.9,7.75
Wolfenstein: The Old Blood,PC,0.6,2015,7.6,7.7,7.65
Wolfenstein: The Old Blood,PS4,0.48,2015,8.0,7.9,7.95
Wolfenstein: The Old Blood,PS4,0.48,2015,7.6,7.9,7.75
Wolfenstein: The Old Blood,PS4,0.48,2015,7.6,7.7,7.65
Dishonored: Definitive Edition,PS4,0.42,2015,8.0,7.4,7.7
Dishonored: Definitive Edition,PS4,0.42,2015,7.6,7.4,7.5
Dishonored: Definitive Edition,XOne,0.19,2015,8.0,7.4,7.7
Dishonored: Definitive Edition,XOne,0.19,2015,7.6,7.4,7.5
Wolfenstein: The Old Blood,XOne,0.15,2015,8.0,7.9,7.95
Wolfenstein: The Old Blood,XOne,0.15,2015,7.6,7.9,7.75
Wolfenstein: The Old Blood,XOne,0.15,2015,7.6,7.7,7.65
Fallout Anthology,PC,0.01,2015,,,
The Elder Scrolls V: Skyrim Special Edition,PS4,3.36,2016,8.3,7.1,7.7
The Elder Scrolls V: Skyrim Special Edition,PS4,3.36,2016,8.1,7.4,7.75
Doom (2016),PS4,2.92,2016,,,
Doom (2016),PS4,2.92,2016,,,
Doom (2016),PS4,2.92,2016,,,
Doom (2016),PS4,2.92,2016,8.2,9.1,8.65
Dishonored 2,PS4,1.97,2016,8.6,6.8,7.7
Dishonored 2,PS4,1.97,2016,8.8,7.9,8.35
Dishonored 2,PS4,1.97,2016,8.8,7.2,8.0
The Elder Scrolls V: Skyrim Special Edition,XOne,1.83,2016,8.3,7.1,7.7
The Elder Scrolls V: Skyrim Special Edition,XOne,1.83,2016,8.1,7.4,7.75
Doom (2016),XOne,1.45,2016,,,
Doom (2016),XOne,1.45,2016,,,
Doom (2016),XOne,1.45,2016,,,
Doom (2016),XOne,1.45,2016,8.2,9.1,8.65
Dishonored 2,XOne,0.86,2016,8.6,6.8,7.7
Dishonored 2,XOne,0.86,2016,8.8,7.9,8.35
Dishonored 2,XOne,0.86,2016,8.8,7.2,8.0
Doom (2016),PC,0.38,2016,,,
Doom (2016),PC,0.38,2016,,,
Doom (2016),PC,0.38,2016,,,
Doom (2016),PC,0.38,2016,8.2,9.1,8.65
Dishonored 2,PC,0.26,2016,8.6,6.8,7.7
Dishonored 2,PC,0.26,2016,8.8,7.9,8.35
Dishonored 2,PC,0.26,2016,8.8,7.2,8.0
Wolfenstein II: The New Colossus,PS4,1.36,2017,9.0,7.5,8.25
Wolfenstein II: The New Colossus,PS4,1.36,2017,8.3,7.9,8.1
Wolfenstein II: The New Colossus,PS4,1.36,2017,8.8,6.2,7.5
Wolfenstein II: The New Colossus,PS4,1.36,2017,8.6,6.7,7.65
The Elder Scrolls V: Skyrim,NS,1.15,2017,9.0,,
The Elder Scrolls V: Skyrim,NS,1.15,2017,9.3,,
The Elder Scrolls V: Skyrim,NS,1.15,2017,8.6,9.1,8.85
The Elder Scrolls V: Skyrim,NS,1.15,2017,9.2,8.2,8.7
The Elder Scrolls V: Skyrim VR,PS4,1.13,2017,7.7,8.1,7.9
The Evil Within 2,PS4,1.05,2017,7.6,8.5,8.05
The Evil Within 2,PS4,1.05,2017,8.2,9.1,8.65
The Evil Within 2,PS4,1.05,2017,8.0,8.9,8.45
Prey (2017),PS4,1.04,2017,,,
Prey (2017),PS4,1.04,2017,,,
